URL,Title,Author,Abstract
https/academic.microsoft.com/#/detail/2038332806,The Triumph of Users: Achieving Cultural Usability Goals With User Localization,Huatong Sun,"
                            Current localization practices suffer from a narrow and static vision of culture resulting in usability problems for IT product and design. To address this problem, this article compares user localization efforts of mobile messaging technology in two different cultural contexts with a new methodology of cultural usability. It calls for expanding the scope of localization practices and linking user localization efforts to the IT product design cycle.
                        "
https/academic.microsoft.com/#/detail/2038357023,Guest Editors' Introduction: Online Health Communication,"Amy Koerber, Brian Still","
                            Early scholarly inquiries into online health information focused primarily on questions of accuracy and credibility. In recent research, however, we are seeing an expansion in this initial focus, to include issues such as the usability, design, and ethics of online health information. This special issue contains five articles that contribute to scholarly inquiry in these emerging areas of interest.
                        "
https/academic.microsoft.com/#/detail/2038868387,Global Partnerships: Positioning Technical Communication Programs in the Context of Globalization,"Doreen Starke-Meyerring, Ann Hill Duin, Talene Palvetzian","
                            Globalization is radically transforming technical communication (TC) both in the workplace and in higher education. This article examines these changes and the ways in which TC programs position themselves amid globalization, in particular the ways in which they use emerging global partnerships to prepare students for global work and citizenship. For this purpose, the authors report on a Council for Programs in Technical and Scientific Communication-supported exploratory study of current partnership initiatives in TC programs. The study indicated a high level of activity, planning, and interest in global partnerships and revealed a range of creative and innovative partnerships that systematically integrate new opportunities for experiential learning, collaborative international research, and civic engagement in a global context into programs and their curricula. Partnerships also emphasize cultural sensitivity, equal partner contribution, and mutual benefit, thus offering alternatives to emerging global t...
                        "
https/academic.microsoft.com/#/detail/2039033633,Moving Instruction to the Web: Writing as Multi-Tasking.,"Robert Kramer, Stephen A. Bernhardt","
                            This study evaluates the effectiveness of presenting Web‐based assignments within the technical communication service course. Current research on using the World Wide Web (Web) and Internet as a teaching resource investigates online writing courses, Distance Education (DE), and hypertext authoring. The literature indicates good reasons for moving instruction to the Web, but there is little description of why this migration is needed in terms of the kinds of learning achieved through Web‐based writing, nor is there much specific discussion of what type of useful instructional space can be built with the Web. This study is intended to provide support for centering more instruction within the environment of the Web. This article describes a study using a Web site designed for technical communication instruction. It defines the types of learning students experienced when using the site and presents samples of student work representing a wide range of skill development, both traditional and digital, that suppo...
                        "
https/academic.microsoft.com/#/detail/2039739460,Field Study and the Rhetoric Curriculum,Kathleen McGill,"
                            Using field study to teach writing and speaking in rhetoric impacts both how technical communication defines itself and its role in the curriculum. This article reviews materials that support field study, describes course assignments, and examines student writing. I find that as field study offers a precise, event-based resource for teaching rhetoric, so rhetoric offers an audience-centered format to bring properties of the field inside.
                        "
https/academic.microsoft.com/#/detail/2040343640,Guest Editor's Introduction: Technical Communication in the Age of Distributed Work,Clay Spinuzzi,"
                            In this introduction, I review the topic of the special issue, distributed work: coordinative, polycontextual, cross-disciplinary work that splices together divergent work activities (separated by time, space, organizations, and objectives) and that enables the transformations of information and texts that characterize such work. After reviewing the literature on distributed work, I introduce the articles in this special issue.
                        "
https/academic.microsoft.com/#/detail/2040354633,Thinking Critically about Technological Literacy: Developing a Framework To Guide Computer Pedagogy in Technical Communication.,Lee-Ann Kastman Breuch,"
                            Issues related to technological literacy can provide a useful frame for thinking critically about computer-based instruction in technical communication. This article identifies issues of technological literacy related to performance, contextual factors, and linguistic activities. When considered collectively, these issues provide technical communication students with a mechanism to identify and analyze a range of perspectives associated with technology and communication.
                        "
https/academic.microsoft.com/#/detail/2040364744,Teaching Technical Communication in an Era of Distributed Work: A Case Study of Collaboration Between U.S. and Swedish Students,"Marie C. Paretti, Lisa D. McNair, Lissa Holloway-Attaway","
                            As distributed work begins to shift the nature of practice for technical communication professionals in the workplace, faculty need new frameworks to help prepare students for roles that involve negotiating, supporting, and facilitating virtual global collaboration. This paper identifies key areas of metaknowledge appropriate to these new frameworks by synthesizing a review of current scholarship on such collaborations and a case study of students participating in a cross-disciplinary, cross-cultural team project.
                        "
https/academic.microsoft.com/#/detail/2040989449,From Dialog to Praxis: Crossing Cultural Borders in the Business and Technical Communication Classroom,Jan Corbett,"
                            Business and technical communication textbooks take two approaches to intercultural communication: an information-acquisition approach, which provides students with information about practices in other cultures and tips for using this information in communication transactions; and a case-study approach, which encourages students to engage in dialog about problems encountered in intercultural communication. Both models enable students to confront cultural difference, but neither approach provides the means for successfully negotiating this difference. A praxis model provides an alternative strategy which enables students to negotiate cultural borders in actual workplace settings. But this model also exposes students to conflict which inevitably accompanies intercultural communication.
                        "
https/academic.microsoft.com/#/detail/2043655766,Using Writing to Structure Agency: An Examination of Engineers' Practice,Dorothy Winsor,"
                            A longitudinal study of four engineers shows that moving into positions of authority and responsibility allows them to claim agency within the structure of the organization. However, that structure is less stable than it first appears, and they use writing to try to establish it in a way that will allow them to achieve their goals. Agency seems to consist of the conjunction of discursively established positions in the organization and participants' taking organizational intents as their own.
                        "
https/academic.microsoft.com/#/detail/2043919430,Looking to the Future: Electronic Texts and the Deepening Interface,Barbara Warnick,"
                            Since the initial appearance of rhetorical analysis of text-based and hypertext communication, the rhetoric of technology has evolved along with the new media forms it studies. This essay reviews critical consensus that calls for a move away from printcentric criticism. It advocates innovative methods for criticism of electronic texts, such as emphasis on comparative media analysis, visual representation, and attention to the programming and codification of electronic texts.
                        "
https/academic.microsoft.com/#/detail/2044523754,Ethical intercultural technical communication: Looking through the lens of Confucian ethics,Sam Dragga,"
                            Studies of intercultural communication focus little on the ethical principles that inspire specific communication practices. The ethics of Confucius (including the virtues of goodness, righteousness, wisdom, faithfulness, reverence, and courage), however, genuinely illuminate communication behaviors within China. Analysis of a cultural artifact of technical communication reveals the substantial insight offered by the lens of ethics. A comprehensive understanding of differences in ethical perspectives is necessary to achieve ethical intercultural technical communication.
                        "
https/academic.microsoft.com/#/detail/2045661008,"Embracing New Policies, Technologies, and Community Partnerships: A Case Study of the City of Houston's Bureau of Air Quality Control","Miriam F. Williams, Daisy D. James Ms","
                            As the City of Houston's Bureau of Air Quality Control embraced new policies, technologies, and rhetorical strategies, they simultaneously moved through Lukensmeyer and Torres's “four levels of public involvement,” which include the information, consultation, engagement, and collaboration levels (Lukensmeyer & Torres, 2006). Because of the technical and scientific nature of air quality inspections, increasing public involvement, especially the involvement of those in a predominantly African American and a predominantly Hispanic neighborhood, has been a challenge. This article describes the Bureau's journey through the information level, where the Bureau opens public access and participation in the investigation and reporting process; the consultation level, where Bureau staff go door-to-door in poor and minority neighborhoods collecting citizen feedback regarding perceived environmental hazards; the engagement level, where the Bureau conducts monthly environmental meetings with neighborhood residents; and...
                        "
https/academic.microsoft.com/#/detail/2046602879,Technology Transfer and Patents: Implications for the Production of Scientific Knowledge,Katherine T. Durack,"
                            This article explores articulations between scientific publication and the patent system: (a) Previously patented work may function as inputs to lab activity, (b) patents may result from lab activity, (c) patents may delay scientific publication, and (d) issued patents may enhance a researcher's credibility. As patentable subject matter expands and as universities engage actively in technology transfer, researchers in cutting-edge subjects can no longer depend on pursuing inquiries in ignorance of the patent system.
                        "
https/academic.microsoft.com/#/detail/2047178177,Taking a Political Turn: The Critical Perspective and Research in Professional Communication.,Nancy Blyler,"
                            This article examines the critical perspective as an alternative to our current descriptive, explanatory research focus. The critical perspective aims at empowerment and emancipation. It reinterprets the relationship between researcher and participants as one of collaboration, where participants define research questions that matter to them and where social action is the desired goal. Examples of critical research include feminist, radical educational, and participatory action research. Adopting the critical perspective would require that scholars in professional communication rethink their choices of research questions and sites, their views of the ownership of research results, and the types of funding they seek for research initiatives.
                        "
https/academic.microsoft.com/#/detail/2047232669,"Gender, Technology, and the History of Technical Communication.",Katherine T. Durack,"
                            This article considers why women have been absent from the history of technical communication. It discusses research from the history of technology suggesting that notions of technology, work, and workplace may be gendered terns. The piece concludes with several suggestions for defining technical communication so the significant works of women will not be excluded from the discipline's history.
                        "
https/academic.microsoft.com/#/detail/2048479581,Problems in Service Learning and Technical/Professional Writing: Incorporating the Perspective of Nonprofit Management.,Robert W. McEachern,"
                            As service learning becomes a popular pedagogical approach to technical and professional writing courses, instructors need to examine critically the causes of practical problems that arise when classroom work involves nonprofit agencies. Nonprofit management theory provides a possible solution in its discussion of some basic characteristics of organizations in the nonprofit sector. By understanding these characteristics, instructors and students might anticipate and solve problems they encounter.
                        "
https/academic.microsoft.com/#/detail/2049355222,Gen/Ethics? Organizational Ethics and Student and Instructor Conflicts in Workplace Training.,Brenton D. Faber,"
                            This article takes a critical-analytical perspective on the concept of generational ethics at a corporate university site. Specifically, the article seeks to answer whether or not student-employees between the ages 21-35, commonly referred to as ""generation x,"" hold different ethical stances than their instructors and older employees in the organization. Surveys were distributed to 68 students and 8 instructors at the facility to determine the extent to which students differed on six work-related values. Results indicate that students in the 21-35 age cohort did not exhibit popular expectations for ""generation x."" However, differences were found in the ways each generation reported work-related values. The study concludes that younger students conflicted with older students and instructors on issues involving organizational values. It is concluded that the younger students had not yet been fully socialized into the dominant organizational values of this company.
                        "
https/academic.microsoft.com/#/detail/2049654451,Debate-Creating vs. Accounting References in French Medical Journals.,Françoise Salager‐Meyer,"
                            This article investigates the quantitative and qualitative evolution of debate‐creating (DEB) vs. accounting (ACC) references in 90 French medical articles published between 1810 and 1995. My findings suggest that nineteenth‐century French academic writing tends to be more polemical or oppositional than cooperative by contrast to its twentieth‐century counterpart. These results suggest that the debate‐creating vs. accounting opposition could be a rhetorical universal of referential behavior in medical literature.
                        "
https/academic.microsoft.com/#/detail/2049990782,An approach for applying cultural study theory to technical writing research,Bernadette Longo,"
                            When the idea of culture is expanded to include institutional relationships extending beyond the walls of one organization, technical writing researchers can address relationships between our power/knowledge system and multiculturalism, postmodernism, gender, conflict, and ethics within professional communication. This article contrasts ideas of culture in social constructionist and cultural study research designs, addressing how each type of design impacts issues that can be analyzed in research studies. Implications for objectivity and validity in speculative cultural study research are also explored. Finally, since articulation of a coherent theoretical foundation is crucial to limiting a cultural study, this article suggests how technical writing can be constituted as an object of study according to five (of many possible) poststructural concepts: the object of inquiry as discursive, the object as practice within a cultural context, the object as practice within a historical context, the object as ord...
                        "
https/academic.microsoft.com/#/detail/2050123315,"Rhetorical Agency, Resistance, and the Disciplinary Rhetorics of Breastfeeding",Amy Koerber,"
                            Drawing on interviews from a qualitative study, this article extends theorizing about rhetorical agency and resistance by analyzing how breastfeeding advocates and their clients resist medical regulatory rhetoric. The resistant acts that interviewees describe begin with a negotiation of discursive alternatives and subject positions framed by the grid of disciplinary rhetoric about breastfeeding. But in some acts of resistance, breastfeeding women use both discursive and bodily actions to disrupt the intelligibility of this grid and what it deems possible. When such disruption occurs, the results are unpredictable and so must be understood as more than the occupation of preexisting subject positions.
                        "
https/academic.microsoft.com/#/detail/2050314053,Conservation Writing: An Emerging Field in Technical Communication,"Richard Johnson-Sheehan, Larry Morgan","
                            This article discusses the rise of conservation writing as a new field of technical communication, and it offers pedagogical strategies for teaching conservation writing and building curricula. Conservation writing is an umbrella term for a range of writing about ecology, biology, the outdoors, and environmental policies and ethics. It places the natural world at the center of readers' attention, often viewing sustainability as a core value. A course or curriculum in this kind of writing would likely need to help students master a variety of genres, while providing a working knowledge in environmental law, ethics, and politics.
                        "
https/academic.microsoft.com/#/detail/2050654663,The Writing Consultant as Cultural Interpreter: Bridging Cultural Perspectives on the Genre of the Periodic Engineering Report,Natasha Artemeva,"
                            The periodic engineering report can become a source of conflict and frustration when North American engineers collaborate with colleagues abroad. To overcome such difficulties, technical companies may hire writing consultants, who then take on the additional role of cultural interpreters, helping the partners bridge differences in both the practice of engineering and the language and culture of each country. As such a writing consultant, I worked with a Canadian engineering company, its Russian contractors, and a Russian translator to analyze the sources of difficulties in their reports. The language of the reports was English, but differences in tone as well as reader expectations about organization, format, and appropriate content caused misunderstandings among the collaborators. Contrastive rhetorical analysis helped to identify problems in both the conception of the report as a document and the translation of particular text.
                        "
https/academic.microsoft.com/#/detail/2050733212,Writers and their maps: The construction of a GAO report on sexual harassment,Kelli Cargile Cook,"
                            This article examines a 1994 General Accounting Office (GAO) report on sexual harassment at U.S. service academies to determine how power structures affected the report writers' rhetorical choices. Employing postmodern mapping theories, the article identifies what is valued and devalued in the report's contents. Then it describes Congress's reaction to the report and speculates on the report's impact on public discourse and subsequent social action. It offers postmapping theory as a way of understanding the relationship between discourse and power in policy reports.
                        "
https/academic.microsoft.com/#/detail/2050842973,Undistributing Work Through Writing: How Technical Writers Manage Texts in Complex Information Environments,Shaun Slattery,"
                            This article presents findings from a recent study of mediated writing in a technical writing firm to examine distributed work conditions and how they affect the practices of individual technical writers. Distribution of labor, texts, and technologies for producing documentation creates complex information environments that writers must negotiate. In doing so, they practice two kinds of expertise central to technical writing as a profession—technological and rhetorical skill. This article examines how those skills are affected by distributed work.
                        "
https/academic.microsoft.com/#/detail/2050962779,Writing Public Policy: A Practicum,Catherine F. Smith,"
                            Practical experience teaches the difficulty and the messiness of democratic public policy processes. A discourse analytic perspective on rhetorical action in the institutional settings of policy work reveals the dynamics of effective agency. By simulating practical experience and by developing a discourse analytic perspective, academic instruction in professional and technical communication can show students what elected officials, governmental staff, and non‐profit non‐governmental organizations (NGOs) do to make or to implement policy.
                        "
https/academic.microsoft.com/#/detail/2051432201,"Characteristic-Based, Task-Based, and Results-Based: Three Value Systems for Assessing Professionally Produced Technical Communication Products","Michael Carter, Chris M. Anson, Carolyn R. Miller","
                            Technical writing instruction often operates in isolation from other components of students' communication education, partly as a consequence of assessment practices that lead to a narrow perspective. We argue for altering this isolation by moving writing instruction into a position of increased programmatic perspective, which may be attained through a means of assessment based on educational outcomes. Two models of technical writing instruction, centralized and diffused, are discussed, and we show how outcomes-based assessment provides for the change in perspective we seek.
                        "
https/academic.microsoft.com/#/detail/2051794428,"Nature, Narrative, and the Scientist-Writer: Rachel Carson's and Loren Eiseley's Critique of Science",Michael A. Bryson,"
                            Scientist-writers Rachel Carson and Loren Eiseley use a variety of narrative strategies to describe natural phenomena and explain scientific concepts. These techniques also contribute to an incisive yet balanced critique of science, one rooted in an ethical approach to nature, a rejection of anthropocentrism, and a healthy suspicion of the blind faith in scientific and technological progress. This article analyzes their use of metaphor and perspective, construction of narrative personae, emotional appeals, and invocations of the imagination.
                        "
https/academic.microsoft.com/#/detail/2052118562,Social and Cognitive Effects of Professional Communication on Software Usability.,"Barbara Mirel, Leslie A. Olsen","
                            We designed and piloted a technical communication course for software engineering majors to take concurrently with their capstone project course in software design. In the pilot, one third of the capstone design course students jointly enrolled in the writing class. One goal of the collaborative courses was to use writing to improve the usability of students’ software. We studied the effects of writing on students’ user‐centered beliefs and design practices and on the usability of their product, using surveys, document analyses, expert reviews, and user test results. When possible, we compared the usability processes and products of teams who did and did not take the writing class. Our findings suggest that the synergy of this interdisciplinary approach effectively sensitized students to user‐centered design, instilled in them a commitment to it, and helped them develop usable products.
                        "
https/academic.microsoft.com/#/detail/2052620950,Playing with Techne: A Propaedeutic for Technical Communication,"Ryan Moeller, Ken McAllister","
                            Frustrated by textbooks that push technical communication students prematurely into workplace scenarios, as well as theories that condemn techne in order to advance a particular agenda, we offer a perspective on techne that respects the formative-not professional-situation of technical writing students and emphasizes the importance for technical writers to attend to history, artistry, and well-developed social relations in their work. We offer historically grounded, creative meditations on techne that emphasize its manifold nature: it is conversational, ingenious, cunning, full of trickery, and unpredictably artistic. Such meditations can replace overly complex workplace scenarios in technical communication classrooms, particularly when an instructor wishes to emphasize knowledge making rather than the mechanics and politics of document production.
                        "
https/academic.microsoft.com/#/detail/2053164672,"Disability Studies, Cultural Analysis, and the Critical Practice of Technical Communication Pedagogy",Jason Palmeri,"
                            This article critically analyzes how technical communication practices both construct and are constructed by normalizing discourses, which can marginalize the experiences, knowledges, and material needs of people with disabilities. In particular, the article explores how disability studies theories can offer critical insights into research in two areas: safety communication and usability. In conclusion, the article offers ways that disability studies can intervene in the pedagogy of usability, communication technology, linguistic bias, narrative, and discourse communities.
                        "
https/academic.microsoft.com/#/detail/2053806921,Digital Rhetoric: Toward an Integrated Theory,James P. Zappen,"
                            This article surveys the literature on digital rhetoric, which encompasses a wide range of issues, including novel strategies of self-expression and collaboration, the characteristics, affordances, and constraints of the new digital media, and the formation of identities and communities in digital spaces. It notes the current disparate nature of the field and calls for an integrated theory of digital rhetoric that charts new directions for rhetorical studies in general and the rhetoric of science and technology in particular.
                        "
https/academic.microsoft.com/#/detail/2053978929,Analogy in Scientific Argumentation,Keith Gibson,"
                            Analogical reasoning has long been an important tool in the production of scientific knowledge, yet many scientists remain hesitant to fully endorse (or even admit) its use. As the teachers of scientific and technical writers, we have an opportunity and responsibility to teach them to use analogy without their writing becoming “overly inductive,” as Aristotle warned. To that end, I here offer an analysis of an example of the effective use of analogy in Rodney Brooks's “Intelligence Without Representation.” In this article, Brooks provides a model for incorporating these tools into an argument by building four of them into an enthymeme that clearly organizes his argument. This combination of inductive and deductive reasoning helped the article become a very influential piece of scholarship in artificial intelligence research, and it can help our students learn to use analogy in their own writing. Every one who effects persuasion through proof does in fact use either enthymemes or examples: there is no othe...
                        "
https/academic.microsoft.com/#/detail/2054002227,Metadata and Memory: Lessons from the Canon of Memoria for the Design of Content Management Systems,Stewart Whittemore,"
                            To date, most of the research on usability and content management systems has focused on the end-user products of such systems rather than on the usability for technical communicators of the single-source authoring tools offered within these systems. While this latter research is undeniably important, attention needs to be paid to the plight of technical communicators attempting to use single-sourcing tools. Otherwise, technical communicators in workplaces risk becoming semi-skilled contingent labor rather than empowered knowledge workers. This essay, therefore, attempts to open a debate about the design of content management systems by turning to the rhetorical canon of memory as an appropriate source for insights into how stored information can be flexibly retrieved and used during composing activities.
                        "
https/academic.microsoft.com/#/detail/2054755433,"Blurring Boundaries between Technical Communication and Engineering: Challenges of a Multidisciplinary, Client-based Pedagogy.","Patricia Wojahn, Julie Dyke, Linda Ann Riley, Edward Hensel, Stuart C. Brown","
                            Educational settings tend to provide highly specialized contexts for learning. In contrast, workplaces are increasingly multidisciplinary, presenting challenges often not considered in the technical communication curriculum. Our technical communication program is addressing this issue by building partnerships with programs in mechanical engineering and industrial engineering. In this article, we discuss a study of our initial semester matching technical communication students with teams of engineers in a capstone, client-based design course. We focus on challenges the students faced in the multidisciplinary, client-based experience. Based on our initial results, we suggest that academic and professional settings could do more to address the types of challenges identified. We call for a more inclusive pedagogy, one that expands the boundaries of technical communication and welcomes multidisciplinary experience in shared contexts.
                        "
https/academic.microsoft.com/#/detail/2055506734,Integrating Critical Approaches to Technology and Service-Learning Projects,Melinda Turnley,"
                            Discussions of service learning emphasize opportunities for students to gain real world experience through work in community contexts. Less attention, however, has been given to the role of technology in these projects. Incorporating critical reflection on the rhetorical and social dimensions of technology throughout students' collaborations with clients can help to situate their practices within larger public contexts. This sort of reflection can encourage student engagement on a variety of levels: professional, rhetorical, intellectual, personal, and civic.
                        "
https/academic.microsoft.com/#/detail/2056215557,Prediscursive Technical Communication in the Early American Iron Industry,Carol Siri Johnson,"
                            Examing the discourse surrounding the charcoal iron industry between 1760 and 1860 in North America, this article suggests that, prior to the industrialization of work, technical communication took place in a prediscursive setting, an oral and physical world that we can just manage to glimpse even as we watch it recede. The letters of Robert Erskine written in 1770 illustrate the prediscursive methods of technical communication. By the 1860s, a flood of governmental, professional, and commercial publications appeared, each signifying the disappearance of this prediscursive world. This transition from prediscursive to discursive methods may mark one of the largest changes in the history of technical communication.
                        "
https/academic.microsoft.com/#/detail/2056739304,Integrating Technical Editing Students into a Multidisciplinary Engineering Project.,"Rose Norman, Robert A. Frederick","
                            A three‐year experiment in integrating technical editing students into a multidisciplinary engineering design project developed several ways of helping students apply classroom learning to practical problems. Each year, the engineering students formed Integrated Product Teams (IPTs) and the technical editing students provided editorial support, first as full members of IPTs, then as separate editorial support teams. Research from cooperative learning and teamwork indicates strategies and techniques for best integrating the technical editing students.
                        "
https/academic.microsoft.com/#/detail/2057747593,In Search of Patient Agency in the Rhetoric of Diabetes Care.,Mary Specker Stone,"
                            Medical rhetoric has long been characterized by a focus on disease and on the physician as healer. Now, in the era of managed health care, patients are increasingly being viewed as agents in the management of their own chronic diseases. This article examines the concept of patient agency from a rhetorical perspective in lay and professional medical discourse relating to diabetes care. Kenneth Burke's dramatistic pentad is used as a tool to help uncover and analyze sites where values appear ambiguous. This study shows that patient agency is closely related to patient compliance in the language of biomedicine. The terms ""compliance"" and ""adherence"" operate as terrninistic screens in professional discourse and serve to limit discussion of patient agency. In managed health care, tension is evident between the trend toward greater patient agency and the constraints of biomedical text conventions concerning doctor and patient roles.
                        "
https/academic.microsoft.com/#/detail/2058024969,"Contributions to Botany, the Female Science, by Two Eighteenth-Century Women Technical Communicators",Henrietta Nickels Shirk,"
                            This article focuses on the botanical publications of two eighteenthcentury English women writers: Elizabeth Blackwell's A Curious Herbal (l737-1739) and Priscilla Bell Wakefield's An Introduction to Botany (1796). A brief rhetorical description and analysis of these books indicates that they contribute several new perspectives and techniques to the historical tradition of botanical writing and illustrating, as well as exhibit many of today's techniques for effective technical communication. Several suggestions are offered for further research directions to establish the significance of these writers within the conceptual framework of the feminine ""green"" tradition.
                        "
https/academic.microsoft.com/#/detail/2059575454,The Rhetoric of Junk Science,"Bruce Hass, Michael Kleine","
                            In this article, a biochemist and a rhetorician collaborate to define ""junk science."" They apply that definition as they rhetorically analyze a book that makes strong claims about endocrine disruption (Our Stolen Future) and a website developed to embarrass those claims (Our Swollen Future). This article argues that junk science and accusations of junk science evince ideologicaVeconomic motives and pronounced efforts to construct, or assail, scientific ethos.
                        "
https/academic.microsoft.com/#/detail/2060141933,Worlds within which we teach: Issues for designing World Wide Web course material,Mary F. O'Sullivan,"
                            Initially, online courses were created by pioneers—self‐taught Web site writers comfortable with uncertainty. As Internet‐based instruction has become increasingly popular, others are less inclined to struggle with writing their own Web pages but are nonetheless interested in having an instructional Web site. A growing number of course‐construction programs are becoming available which could make Internet‐based instruction more accessible. Only by addressing both pedagogical and technical issues can evaluation of such course creation products provide information useful for thoughtful and appropriate use of that technology to support and extend traditional pedagogies. This article concludes that creating online instructional sites by hand with the help of an HTML editor is generally preferable to using course‐in‐a‐box software because instructors can select the components needed to support their pedagogy and construct successful learning experiences for their students. On the other hand, the dilemma of fac...
                        "
https/academic.microsoft.com/#/detail/2060210368,Myths about instrumental discourse: A response to Robert R. Johnson,Patrick Moore,"
                            of the original article Robert R. Johnson's “Complicating Technology: Interdesciplinary Method, the Burden of Comprehension, and the Ethical Space of the Technical Communicator,” published in the Winter 1998 issue of TCQ, points out that there is much for technical communicators to learn from the burgeoning field of technology studies. Technical communicators, however, have an obligation to exercise patience as they enter this arena of study. Using interdisciplinary theory, this article argues that technical communication must assume the “burden of comprehension”: the responsibility of understanding the ideologies, contexts, values, and histories of those disciplines from which we borrow before we begin using their methods and research findings. Three disciplines of technology study—history, sociology, and philosophy—are examined to investigate how these disciplines approach technology. The article concludes with speculation on how technical communicators, by virtue of their entrance into this in...
                        "
https/academic.microsoft.com/#/detail/2060993398,Mobility and Composition: The Architecture of Coherence in Non-places,Jason Swarts,"
                            This paper considers how veterinary students compose narratives of patient care. The author discusses the labor required to uncover narrative agents and actions, arrange them in time, posit causal connections, and assemble the elements into a coherent narrative. Students quickly learn how much of this effort can be effectively offloaded to a dedicated infrastructure of cognitive resources and how much must be offloaded to less suitable resources, the latter of which incurs important cognitive costs.
                        "
https/academic.microsoft.com/#/detail/2062562837,"Intercultural Rhetoric, Technology Transfer, and Writing in U.S.–Mexico Border Maquilas",Barry Thatcher,"
                            This article explores the transfer of U.S. technologies to three maquilas, or joint U.S.–Mexican manufacturing facilities in northern Mexico. Drawing on case study methods, it focuses on the rhetorical strategies that Mexican engineers and manufacturing personnel used to translate U.S. technologies and corresponding documentation for their Mexican contexts. It also suggests ways U.S. technical communicators can adapt their documentation to be more effective for these U.S.–Mexican intercultural rhetorical contexts.
                        "
https/academic.microsoft.com/#/detail/2062921199,The State of Research in Technical Communication,"Ann M. Blakeslee, Rachel Spilka","
                            There have been many attempts to assess the state of research in our field. This article is our attempt to both (1) synthesize recent analyses, opinions, and conclusions concerning the status of technical communication research and (2) propose an action plan aimed at redirecting our field's agenda for its research. We explore these questions: What are the recent research trends in our field? What is and is not promising about our recent approaches to research? Where do we need to go next? What are the critical components for a new agenda for our research?
                        "
https/academic.microsoft.com/#/detail/2064264444,"Rhetoric, Action, and Agency in Institutionalized Science and Technology",William J. Kinsella,"
                            This essay argues that to an unprecedented degree the practices of contemporary science and technology are embedded within complex institutional systems. This embeddedness problematizes received views of rhetorical action and agency, which must be reformulated to locate these principles within larger systems of power/ knowledge. Three sets of resources are identified for this reformulation: theories of organizational rhetoric, Foucauldian studies of knowledge-intensive organizations, and Foucauldian approaches to the philosophy of science.
                        "
https/academic.microsoft.com/#/detail/2064758342,The Role of Analogy in George Gamow's Derivation of Drop Energy,Joseph Little,"
                            This article examines the role of the liquid drop analogy in George Gamow's theory of nuclear structure and his subsequent derivation of nuclear energy. It argues that the correspondences constituting the analogy served distinct but cooperative ends, requiring Gamow to posit a relatively simple nuclear geometry that set him apart from his contemporaries, mostly shell theorists, and led to his successful derivation of nuclear energy in the fall of 1928.
                        "
https/academic.microsoft.com/#/detail/2065058458,Evaluating Qualitative Inquiry in Technical and Scientific Communication: Toward a Practical and Dialogic Validity,"Ann M. Blakeslee, Caroline M. Cole, Theresa Conefrey","
                            In this article, we argue that one important criterion for evaluating qualitative studies of technical and scientific communication is whether we find our accounts meaningful and capable of redirecting our scholarly and professional practices. As a means of improving our understanding of the situations and practices we study, we address how to engage in our research in ways that not only are self-reflexive and dialogic, but that also solicit and use our participants' perspectives and authority—even when they may differ from our own.
                        "
https/academic.microsoft.com/#/detail/2065174746,Toward an Expanded Concept of Rhetorical Delivery: The Uses of Reports in Public Policy Debates,Carolyn D. Rude,"
                            Preparing students for civic engagement requires new knowledge about the uses of documents for advocacy and social change. Substantial social change results from repeated rather than from single rhetorical acts. Reconsideration of the rhetorical canon of delivery suggests expanding the concept beyond its present connection to publication (visual design, medium) to a rhetorical situation comprehensively defined. Delivery may take place over time and embrace a web of activities including field work, updates, and interconnections with other publications.
                        "
https/academic.microsoft.com/#/detail/2065652183,From Logocentrism to Ethocentrism: Historicizing Critiques of Writing Research,Davida Charney,"
                            Since the 1960s, attitudes toward empirical research on writing, including research on technical/professional writing, have shifted from encouragement to resistance. This essay traces these shifts in light of changes in writing research, psychology, and the rhetoric of science. In composition studies, an initial mild uneasiness about “scientism”; intensified with the rise of process models, suggesting a Romanticist defense of the mystique of creativity. More recent post‐modernist denunciations of scientific methods as immoral have other Romanticist overtones. In technical communication, a long‐standing interest in workplace writing practices allowed a smoother integration of empirical analysis with descriptive studies of writing contexts. However, as in composition, recent critiques in technical communication suggest that empirical methods should not be employed. These critiques too tightly circumscribe the values that may be considered humanist and cut off important avenues of inquiry and critique that h...
                        "
